row_id,id,text,document_id,location_id,sentence_id,title,forename,surname,pubyear,gender,text_sentence,text_location,lat,lon,Fiction/Non fiction,Genre 1,Genre 2,2nd Author - FN,2nd Author - SN,2nd Author - Gen,location_focus,sentiment,sentiment_score,refined_sentiment,final_sentiment
90989,397360,Cowgate,460,555,397360,Gone again, Doug,Johnstone,1/1/2013,m,"The privileged posh girls looked down on her for only living in a flat rather than one of the bigger Southside houses. She left with no Highers despite being good at maths and English, and with no direction either, slipping from one side of the bar to the other, her tight body, beautiful smile and sharp brain perfect for working in the late-night haunts of Cowgate and Grassmarket.
    ",Cowgate,55.9487,-3.1876,,,,,,,TRUE,Positive,0.2,Neutral,Neutral
91509,397856,Scott Monument,463,204,397856,The dead beat, Doug,Johnstone,1/1/2014,m,"She'd always preferred this side before Ian had ruined it for her. Everyone new to the city walked on the other side, pointing their cameras and phones at the castle and the Scott Monument, the stretch of Princes Street. But she preferred the view the other way, the beautiful calmness of the sea, the islands out there, the thin spread of Fife and East Lothian you could see on a clear day.
    ",Scott Monument,55.952389,-3.193253,fiction,short stories,classic fiction,0,0,0,TRUE,Positive,0.1,Neutral,Neutral
91511,397857,Princes Street,463,27895,397857,The dead beat, Doug,Johnstone,1/1/2014,m,"She'd always preferred this side before Ian had ruined it for her. Everyone new to the city walked on the other side, pointing their cameras and phones at the castle and the Scott Monument, the stretch of Princes Street. But she preferred the view the other way, the beautiful calmness of the sea, the islands out there, the thin spread of Fife and East Lothian you could see on a clear day.
    ",Princes Street,55.9518,-3.1985,fiction,short stories,classic fiction,0,0,0,TRUE,Positive,0.1,Neutral,Neutral
91513,397860,Edinburgh,463,14871,397860,The dead beat, Doug,Johnstone,1/1/2014,m,"But she preferred the view the other way, the beautiful calmness of the sea, the islands out there, the thin spread of Fife and East Lothian you could see on a clear day. Edinburgh was a beautiful bastard at times, whichever way you looked. But she could never look at this view the same way again.
    ",Edinburgh,55.949428,-3.192704,fiction,short stories,classic fiction,0,0,0,TRUE,Positive,0.2,Positive,Positive
91639,397948,Salisbury Crags,463,35321,397948,The dead beat, Doug,Johnstone,1/1/2014,m,"Newly sanded floorboards, high ceilings, tasteful bookshelves in distressed white. There was a beautiful view over to Salisbury Crags out the bay window. Must've been a great place to see them in flames the night Billy was up there.
    ",Salisbury Crags,55.946807,-3.170443,fiction,short stories,classic fiction,0,0,0,TRUE,Positive,0.4,Positive,Positive
91843,398316,Scott Monument,464,204,398316,The Ossians, Doug,Johnstone,1/1/2008,m,"He thought about the little chocolate-box houses sitting on the lochside, the whitewashed walls and the snow falling like something out of a Hollywood Christmas schmaltz-fest. He thought of the picturesque view from the Scott Monument back in Edinburgh and how the city attracted swarms of tourists, even in winter, so that it didn't seem to have any character of its own any more. He also thought of the shitty, schemie parts of the city – Craigmillar, Wester Hailes, Sighthill – and decided that he really had no idea whether Scotland was a beautiful place or not.
    ",Scott Monument,55.952389,-3.193253,,,,,,,TRUE,Positive,0.3,Positive,Positive
91845,398317,Edinburgh,464,14871,398317,The Ossians, Doug,Johnstone,1/1/2008,m,"He thought about the little chocolate-box houses sitting on the lochside, the whitewashed walls and the snow falling like something out of a Hollywood Christmas schmaltz-fest. He thought of the picturesque view from the Scott Monument back in Edinburgh and how the city attracted swarms of tourists, even in winter, so that it didn't seem to have any character of its own any more. He also thought of the shitty, schemie parts of the city – Craigmillar, Wester Hailes, Sighthill – and decided that he really had no idea whether Scotland was a beautiful place or not.
    ",Edinburgh,55.949428,-3.192704,,,,,,,TRUE,Positive,0.3,Positive,Positive
91849,398319,Wester Hailes,464,35048,398319,The Ossians, Doug,Johnstone,1/1/2008,m,"He thought of the picturesque view from the Scott Monument back in Edinburgh and how the city attracted swarms of tourists, even in winter, so that it didn't seem to have any character of its own any more. He also thought of the shitty, schemie parts of the city – Craigmillar, Wester Hailes, Sighthill – and decided that he really had no idea whether Scotland was a beautiful place or not.
    ",Wester Hailes,55.9138214,-3.2803841,,,,,,,TRUE,Positive,0.4,Positive,Positive
91851,398320,Sighthill,464,35707,398320,The Ossians, Doug,Johnstone,1/1/2008,m,"He thought of the picturesque view from the Scott Monument back in Edinburgh and how the city attracted swarms of tourists, even in winter, so that it didn't seem to have any character of its own any more. He also thought of the shitty, schemie parts of the city – Craigmillar, Wester Hailes, Sighthill – and decided that he really had no idea whether Scotland was a beautiful place or not.
    ",Sighthill,55.9221602,-3.2890946,,,,,,,TRUE,Positive,0.4,Positive,Positive
91961,398607,Firth of Forth,465,189,398607,Tombstoning, Doug,Johnstone,1/1/2006,m,"It was the kind of beautiful, clear summer evening that hardly ever happens in Scotland, but when it does it reminds you why you bother to hang around. A fat, orange sun cast long shadows down the Firth of Forth as David crossed the bridge, thankful to be out of the throb of Edinburgh traffic and heading into open spaces. He kept his window down after paying the toll, enjoying the sea breeze in his face.
    ",Firth of Forth,56.058,-3.0198,fiction,classic fiction,historical fiction,0,0,0,TRUE,Positive,0.2,Neutral,Neutral
91963,398608,Edinburgh,465,14871,398608,Tombstoning, Doug,Johnstone,1/1/2006,m,"It was the kind of beautiful, clear summer evening that hardly ever happens in Scotland, but when it does it reminds you why you bother to hang around. A fat, orange sun cast long shadows down the Firth of Forth as David crossed the bridge, thankful to be out of the throb of Edinburgh traffic and heading into open spaces. He kept his window down after paying the toll, enjoying the sea breeze in his face.
    ",Edinburgh,55.949428,-3.192704,fiction,classic fiction,historical fiction,0,0,0,TRUE,Positive,0.2,Neutral,Neutral
92007,398770,West Port,465,35738,398770,Tombstoning, Doug,Johnstone,1/1/2006,m,"In a place like this it seemed to be a prerequisite for joining the force that you had to be at least partially fucked up. He remembered his own teenage years, trying to avoid hassle from jumped-up little Hitler cops down the West Port on Friday and Saturday nights, getting lifted and cautioned for nothing much, just because they didn't like the look of your face or they knew your mate's older brother and didn't like him. The outrageous behaviour of Dirty Harry Reid had been legendary amongst them all – happily arresting kids, keeping them in the cells overnight, beating them when he thought he could get away with it.
    ",West Port,55.9464,-3.1999,fiction,classic fiction,historical fiction,0,0,0,TRUE,Negative,0,Negative,Neutral
92231,399152,Murrayfield,466,31135,399152,44 Scotland Street, Alexander,McCall Smith,1/1/2005,m,"The conversation resumed, avoiding surveying issues, and focusing instead on Scotland's prospects in the forthcoming rugby season. Todd revealed that he had debenture seats at Murrayfield and spent some time extolling the virtue of their position in the West Stand. There then followed some disparaging remarks about dirty play by the French and the Italians.
    ",Murrayfield,55.9458235,-3.2474685,,,,,,,TRUE,Negative,-0.2,Negative,Negative
92389,399310,Edinburgh,466,14871,399310,44 Scotland Street, Alexander,McCall Smith,1/1/2005,m,"She had been for a drive around Holyrood Park – exercise for the car, as she called it – and had been thinking as she drove. What, she had been wondering, would Edinburgh be like if it were not so beautiful? If Edinburgh looked, for instance – well, one had to say it, like Glasgow?
    ",Edinburgh,55.949428,-3.192704,,,,,,,TRUE,Positive,0.8,Positive,Positive
92391,399311,Edinburgh,466,14871,399311,44 Scotland Street, Alexander,McCall Smith,1/1/2005,m,"What, she had been wondering, would Edinburgh be like if it were not so beautiful? If Edinburgh looked, for instance – well, one had to say it, like Glasgow? Would it be inhabited by the people who currently lived there – that is, by people of taste (there was no other expression for it – it just had to be said) – or would it be inhabited by the sort of people who lived in Glasgow – that is by people who . . . ? She stopped herself.
    ",Edinburgh,55.949428,-3.192704,,,,,,,TRUE,Positive,0.3,Positive,Positive
92397,399323,Edinburgh,466,14871,399323,44 Scotland Street, Alexander,McCall Smith,1/1/2005,m,"Why, she asked herself, was Edinburgh so beautiful? The question had come to her as she rounded the corner on the high road, round the crumbling volcanic side of Arthur's Seat, and saw the Old Town spread out beneath her – the dome of the Old College with its torch-carrying Golden Boy; the domestic jumble of Old Town roofs, the spires of the various spiky kirks – such beauty, illuminated at that very moment by shafts of light from breaks in the cloud.
    ",Edinburgh,55.949428,-3.192704,,,,,,,TRUE,Positive,0.2,Neutral,Neutral
92399,399324,Arthur's Seat,466,7255,399324,44 Scotland Street, Alexander,McCall Smith,1/1/2005,m,"Why, she asked herself, was Edinburgh so beautiful? The question had come to her as she rounded the corner on the high road, round the crumbling volcanic side of Arthur's Seat, and saw the Old Town spread out beneath her – the dome of the Old College with its torch-carrying Golden Boy; the domestic jumble of Old Town roofs, the spires of the various spiky kirks – such beauty, illuminated at that very moment by shafts of light from breaks in the cloud. This was beauty of the order encountered in Siena or Florence, beauty that caused a soaring of the spirit, a gasp of the soul.
    ",Arthur's Seat,55.942952,-3.160079,,,,,,,TRUE,Positive,0.2,Neutral,Neutral
92401,399325,Old Town,466,27925,399325,44 Scotland Street, Alexander,McCall Smith,1/1/2005,m,"Why, she asked herself, was Edinburgh so beautiful? The question had come to her as she rounded the corner on the high road, round the crumbling volcanic side of Arthur's Seat, and saw the Old Town spread out beneath her – the dome of the Old College with its torch-carrying Golden Boy; the domestic jumble of Old Town roofs, the spires of the various spiky kirks – such beauty, illuminated at that very moment by shafts of light from breaks in the cloud. This was beauty of the order encountered in Siena or Florence, beauty that caused a soaring of the spirit, a gasp of the soul.
    ",Old Town,55.9471293,-3.2002511,,,,,,,TRUE,Positive,0.2,Neutral,Neutral
92403,399326,Old Town,466,27925,399326,44 Scotland Street, Alexander,McCall Smith,1/1/2005,m,"Why, she asked herself, was Edinburgh so beautiful? The question had come to her as she rounded the corner on the high road, round the crumbling volcanic side of Arthur's Seat, and saw the Old Town spread out beneath her – the dome of the Old College with its torch-carrying Golden Boy; the domestic jumble of Old Town roofs, the spires of the various spiky kirks – such beauty, illuminated at that very moment by shafts of light from breaks in the cloud. This was beauty of the order encountered in Siena or Florence, beauty that caused a soaring of the spirit, a gasp of the soul.
    ",Old Town,55.9471293,-3.2002511,,,,,,,TRUE,Positive,0.2,Neutral,Neutral
92801,399870,Pilrig,467,31095,399870,Skagboys, Irvine,Welsh,1/1/2012,m,"B ored oot ay ma skull, man. Walkin they streets so long, singing the same auld song, ken every dirty crack oan the pavements ay Pilrig . . . Life's been shite since gettin peyed off fae the removals, been thaire since ah left the school. Thoat it wid be Lou Macari tae be a free man, but ah miss it; the boys, the travel, gaun intae aw they big hooses wi furniture, seein aw they different lives . . . Now it's aw gone.
    ",Pilrig,55.9680589,-3.1817222,fiction,short stories,classic fiction,0,0,0,TRUE,Negative,0,Negative,Neutral
92981,400132,Leith,467,25100,400132,Skagboys, Irvine,Welsh,1/1/2012,m,"Dirty Dick's is packed wi lunchtime City workers, and even in what's supposed tae be interview wear, we still look chronically miscast, no that we gie a fuck. Me n Sick Boy have made an effort wi our Leith Provi Co-op funeral suits, but Nicksy's sporting purple hair teased intae a Mohawk, a pink-and-white-hooped fluffy jersey, thankfully covering up The Queen Gives A Good Blow Job T-shirt, n while his black Sta-Press are acceptable enough, the red nine-inch lace-up Doc Martens sortay catch the eye. Funny how he's shed the soul boy look n got back into being an unreconstructed punk.
    ",Leith,55.9757865,-3.1680197,fiction,short stories,classic fiction,0,0,0,TRUE,Negative,-0.1,Negative,Neutral
93159,400476,Old Town,467,27925,400476,Skagboys, Irvine,Welsh,1/1/2012,m,"Alison walked on, allowing herself to be awestruck at how amazing her home town was. The light, pouring over the castle, turning the streets of the Old Town silver. It was the most beautiful place in the world.
    ",Old Town,55.9471293,-3.2002511,fiction,short stories,classic fiction,0,0,0,TRUE,Positive,0.5,Positive,Positive
93403,400791,Edinburgh,468,14871,400791,Curriculum Vitae: A Volume of Autobiography, Muriel,Spark,1/1/1992,f,"The story of James Gillespie, Esq. of Spylaw, is in many ways the most charming of all the merchants' histories, he was so satisfactorily and completely an Edinburgh character. He was humbly born, a son of the people.
    ",Edinburgh,55.949428,-3.192704,,,,,,,TRUE,Positive,0.3,Positive,Positive
93413,400797,Edinburgh,468,14871,400797,Curriculum Vitae: A Volume of Autobiography, Muriel,Spark,1/1/1992,f,"What happened to James Gillespie's money is a question that has cropped up throughout all these changes, never failing to occupy correspondence columns in the newspapers. Some say that the funds were simply absorbed by the Edinburgh educational authorities. An interesting point is that at a committee meeting in 1938 the school was reported to be overcrowded with a membership of fourteen hundred girls.
    ",Edinburgh,55.949428,-3.192704,,,,,,,TRUE,Positive,0.4,Positive,Positive
93457,400857,Princes Street Gardens,468,35288,400857,Curriculum Vitae: A Volume of Autobiography, Muriel,Spark,1/1/1992,f,"She would arrive at school in her own little black car, very sporting, wearing a dark leather coat. One of her pupils remembers how excellent she was as a Scottish folk dancer, participating in public performances in Princes Street Gardens. To my memory, her gymnastic feats would have been amazing even if she had not had to heave around that large bulk.
    ",Princes Street Gardens,55.9497435,-3.2019502,,,,,,,TRUE,Positive,0.2,Positive,Positive
93485,400915,Cramond,468,1619,400915,Curriculum Vitae: A Volume of Autobiography, Muriel,Spark,1/1/1992,f,"Philip put his head round the door. 'We're going to take you to Cramond for tea, Grandmother.' Cramond was a charming fishing village outside Edinburgh, but my grandmother let forth another unintelligible protest.
    ",Cramond,55.9705707,-3.3065489,,,,,,,TRUE,Positive,0.2,Neutral,Neutral
93487,400916,Cramond,468,1619,400916,Curriculum Vitae: A Volume of Autobiography, Muriel,Spark,1/1/1992,f,"'We're going to take you to Cramond for tea, Grandmother.' Cramond was a charming fishing village outside Edinburgh, but my grandmother let forth another unintelligible protest. My father had to return to the cab-agency and cancel the trip.
    ",Cramond,55.9705707,-3.3065489,,,,,,,TRUE,Positive,0.4,Positive,Positive
93491,400920,Edinburgh,468,14871,400920,Curriculum Vitae: A Volume of Autobiography, Muriel,Spark,1/1/1992,f,"I think it altogether charming, possibly mid-Victorian, a town house in a row. Of course it had nothing of the more impressive Edinburgh architecture of Adams, the eighteenth-century lines of Stevenson's later home at Heriot Row, but to me, and to Frances, it was full of mystery and stimulants to the imagination such as the equivalent, next door, of the old room where, with the lights out, before a flickering fire, we were Hallowe'en witches.
    ",Edinburgh,55.949428,-3.192704,,,,,,,TRUE,Positive,0.3,Positive,Positive
93493,400921,Heriot Row,468,31037,400921,Curriculum Vitae: A Volume of Autobiography, Muriel,Spark,1/1/1992,f,"I think it altogether charming, possibly mid-Victorian, a town house in a row. Of course it had nothing of the more impressive Edinburgh architecture of Adams, the eighteenth-century lines of Stevenson's later home at Heriot Row, but to me, and to Frances, it was full of mystery and stimulants to the imagination such as the equivalent, next door, of the old room where, with the lights out, before a flickering fire, we were Hallowe'en witches.
    ",Heriot Row,55.9553,-3.2023,,,,,,,TRUE,Positive,0.3,Positive,Positive
93555,401076,Edinburgh,468,14871,401076,Curriculum Vitae: A Volume of Autobiography, Muriel,Spark,1/1/1992,f,"In the spring of 1944 after I had been reunited with my family in Edinburgh on my return from Africa, I went to London to find a job which, in any case, I needed. Believe it or not, I chose London rather than peaceful Edinburgh because I wanted to 'experience' the war.
    ",Edinburgh,55.949428,-3.192704,,,,,,,TRUE,Positive,0.2,Positive,Positive
93557,401079,Edinburgh,468,14871,401079,Curriculum Vitae: A Volume of Autobiography, Muriel,Spark,1/1/1992,f,"In the spring of 1944 after I had been reunited with my family in Edinburgh on my return from Africa, I went to London to find a job which, in any case, I needed. Believe it or not, I chose London rather than peaceful Edinburgh because I wanted to 'experience' the war. This, my incredible ambition, was amply fulfilled on my first night in the blacked-out city.
    ",Edinburgh,55.949428,-3.192704,,,,,,,TRUE,Positive,0.5,Positive,Positive
93665,401586,Edinburgh,470,14871,401586,The Golden Fleece, Muriel,Spark,1/1/2014,f,"We were definitely  given to understand that we were citizens of no mean city. In time,  and with experience of other cities, one would have discovered the  beautiful uniqueness of Edinburgh for oneself as the visitors do. But  the physical features of the place surely had an effect as special as themselves  on the outlook of the people.
    ",Edinburgh,55.949428,-3.192704,,,,,,,TRUE,Positive,0.2,Positive,Positive
93671,401594,Edinburgh,470,14871,401594,The Golden Fleece, Muriel,Spark,1/1/2014,f,"*** One day in the summer of 1944 I was returning from a visit to Edinburgh  by train. Those war-time trains were terribly crowded.
    ",Edinburgh,55.949428,-3.192704,,,,,,,TRUE,Negative,-1,Negative,Negative
94045,402370,the Meadows,471,35300,402370,Sunshine on Scotland Street, Alexander,McCall Smith,1/1/2012,m,"After some months in one corner of Marchmont, the area  of Edinburgh most popular with students – or with those  students who could afford to live like students – she had  moved to another corner of the same quarter, to a flat on  the top floor of a Victorian stone tenement in Warrender  Park Terrace, which snaked round the edge of the Bruntsfield  Links, an undulating urban golf course that had once been  part of an oak forest surrounding the town. The town had  consumed the oak forest and gone on to swallow the farmland  beyond, but the links and the Meadows remained,  green lungs serving the cobbled arteries and stone chambers  of the growing city. Which was so beautiful; for all that it
    ",The Meadows,55.9453058,-3.1909968,non-fiction,biography and autobiograhpy,0,William ,Knighton,m,TRUE,Positive,0.2,Positive,Positive
94389,402843,Edinburgh,472,14871,402843,The Careful Use of Compliments, Alexander,McCall Smith,1/1/2007,m,"Walk in a crocodile,'  she said. And she remembered  the  nursery school in Edinburgh that used to take the children for a walk all tied together with string; a sensible expedient, but not one, she imagined, which the modern nanny state would approve of – today the state would simply prohibit taking children for a walk on the grounds that it was too dangerous.
    ",Edinburgh,55.949428,-3.192704,,,,,,,TRUE,Negative,-0.1,Negative,Neutral
95213,404010,Scotland Street,477,35243,404010,The Importance of Being Seven, Alexander,McCall Smith,1/1/2010,m,"This impression was shared by Tofu. A few days after he  had paid a visit to the Pollock flat in Scotland Street and seen  Ulysses for the first time, Bertie's friend had passed him a note  in the classroom, saying:  Your little brother is really ugly, Bertie,  don't you think? You know what his face reminds me of?
    ",Scotland Street,55.9599,-3.1951,fiction,short stories,myths and legends,0,0,0,TRUE,Negative,-0.2,Negative,Neutral
95711,404577,Moray Place,477,31145,404577,The Importance of Being Seven, Alexander,McCall Smith,1/1/2010,m,"Of course not. Moray Place is very sound structurally. These are beautifully built houses – strong as the Rock of  Gibraltar – if the Rock of Gibraltar is still strong, that is.""
    ",Moray Place,55.9541541,-3.2090472,fiction,short stories,myths and legends,0,0,0,TRUE,Positive,0.6,Positive,Positive
96889,406272,Edinburgh,483,14871,406272,The Unbearable Lightness of Scones, Alexander,McCall Smith,1/1/2008,m,"This had been frequented, for a time, by the late Christopher Murray Grieve, better known as the poet Hugh MacDiarmid, who had once fallen down the dangerous steps that led down to the basement. For Edinburgh was like that – every set of steps, every close, every corner had its memories, spoke with the voices of those
    ",Edinburgh,55.949428,-3.192704,non-fiction,travel,0,0,0,0,TRUE,Negative,-0.1,Negative,Neutral
96893,406280,Edinburgh,483,14871,406280,The Unbearable Lightness of Scones, Alexander,McCall Smith,1/1/2008,m,"This had been frequented, for a time, by the late Christopher Murray Grieve, better known as the poet Hugh MacDiarmid, who had once fallen down the dangerous steps that led down to the basement. For Edinburgh was like that – every set of steps, every close, every corner had its memories, spoke with the voices of those
    ",Edinburgh,55.949428,-3.192704,non-fiction,travel,0,0,0,0,TRUE,Negative,-0.1,Negative,Neutral
98823,408522,Howe Street,486,35248,408522,The World According to Bertie, Alexander,McCall Smith,1/1/2007,m,"While Bruce was entertaining Julia in her flat in Howe Street, Big Lou was busy with one of her periodic cleanings of the coffee house in Dundas Street. It was a Saturday, and Saturdays were always quieter than weekdays, with many of the usual customers – office people – at home in places such as Barnton or Corstorphine, contemplating their gardens or their dirty cars and resolving to do something about both of them, but perhaps tomorrow rather than today.
    ",Howe Street,55.9564,-3.2023,,,,,,,TRUE,Positive,0,Neutral,Neutral
98825,408523,Dundas Street,486,35259,408523,The World According to Bertie, Alexander,McCall Smith,1/1/2007,m,"While Bruce was entertaining Julia in her flat in Howe Street, Big Lou was busy with one of her periodic cleanings of the coffee house in Dundas Street. It was a Saturday, and Saturdays were always quieter than weekdays, with many of the usual customers – office people – at home in places such as Barnton or Corstorphine, contemplating their gardens or their dirty cars and resolving to do something about both of them, but perhaps tomorrow rather than today.
    ",Dundas Street,55.9576,-3.1995,,,,,,,TRUE,Positive,0,Neutral,Neutral
98827,408524,Barnton,486,1667,408524,The World According to Bertie, Alexander,McCall Smith,1/1/2007,m,"While Bruce was entertaining Julia in her flat in Howe Street, Big Lou was busy with one of her periodic cleanings of the coffee house in Dundas Street. It was a Saturday, and Saturdays were always quieter than weekdays, with many of the usual customers – office people – at home in places such as Barnton or Corstorphine, contemplating their gardens or their dirty cars and resolving to do something about both of them, but perhaps tomorrow rather than today. Dundas Street itself was reasonably busy, but for some reason many of the people in the street had things other than coffee on their minds, and this left Big Lou the time to do her cleaning.
    ",Barnton,55.9588104,-3.2992912,,,,,,,TRUE,Positive,0.1,Neutral,Neutral
98831,408526,Dundas Street,486,35259,408526,The World According to Bertie, Alexander,McCall Smith,1/1/2007,m,"It was a Saturday, and Saturdays were always quieter than weekdays, with many of the usual customers – office people – at home in places such as Barnton or Corstorphine, contemplating their gardens or their dirty cars and resolving to do something about both of them, but perhaps tomorrow rather than today. Dundas Street itself was reasonably busy, but for some reason many of the people in the street had things other than coffee on their minds, and this left Big Lou the time to do her cleaning.
    ",Dundas Street,55.9576,-3.1995,,,,,,,TRUE,Positive,0,Neutral,Neutral
98835,408550,Nicolson Street,486,36364,408550,The World According to Bertie, Alexander,McCall Smith,1/1/2007,m,"This was not through any lack of inclination to do so, but it was rather because of the crowded timetable which Irene prepared for Bertie. Not only was there a saxophone lesson each week – complemented by a daily practice session of at least half an hour (scales, arpeggios, and set pieces) – but there was also Bertie's yoga in Stockbridge, which took at least two hours, and Italian structured conversazione at the Italian Cultural Institute in Nicolson Street. On top of that, of course, there was psychotherapy, which, although it might take only an hour, seemed to occupy much more time, what with Bertie's writing up of dreams in the dream notebook and the walk up to Queen Street for the actual session.
    ",Nicolson Street,55.9451,-3.1841,,,,,,,TRUE,Positive,0,Neutral,Neutral
98919,408629,Cumberland Bar,486,35240,408629,The World According to Bertie, Alexander,McCall Smith,1/1/2007,m,"There were expressions of satisfaction all round. Most people in the Cumberland Bar had been convinced of Cyril's innocence, and this result merely confirmed what they had always believed. Now they crowded round Angus, sharing his manifest joy and relief.
    ",Cumberland Bar,55.9589954,-3.1970753,,,,,,,TRUE,Positive,0.3,Positive,Positive
99039,408759,Scotland Street,486,35243,408759,The World According to Bertie, Alexander,McCall Smith,1/1/2007,m,"But for this evening, as she stared out at Scotland Street, at the sun on the tops of the roofs, so beautiful, so beguiling, she reflected that she had spared no expense, or trouble, in preparing the meal for her friends. With their pre-dinner drink they would have Spanish olives from Hasta Mañana in Bruntsfield, generous olives the size of a small ping-pong ball.
    ",Scotland Street,55.9599,-3.1951,,,,,,,TRUE,Positive,0.1,Neutral,Neutral
99093,408987,Leith,487,25100,408987,Ecstasy: Three Tales of Chemical Romance, Irvine,Welsh,1/1/1996,m,"Ah huvnae even got a fuckin wee sister. I rest ma fuckin case, your honour; your judge, jury and executioner psychopath who begins every Leith pub conversation with: Ah mind ah you. You wir the dirty cunt that …
    ",Leith,55.9757865,-3.1680197,non-fiction,travel,history,0,0,0,TRUE,Negative,-0.6,Negative,Negative
99101,408992,Leith,487,25100,408992,Ecstasy: Three Tales of Chemical Romance, Irvine,Welsh,1/1/1996,m,"That is fuckin shite cause it's too personal cause it's about me, or as ah was as a young teenager and this is supposed to be about Lloyd Beattie and ah have to try and understand the complexities which led Lloyd Beattie into this incestuous affair with his sister cause these things dinnae just fuckin happen, no just like that, but hud oan the now … if Lloyd B. Numero Uno whom ah must call The Non-Wee-Sister-Shagging Lloyd, i.e.: my good self, sat and wanked as a bored sexually repressed fourteen-year-old in his bedroom in Leith, what was Lloyd Numero Two doing; he who did, or was said to have, knobbed his junior femme sibling? Probably the same as Lloyd One, the same as aw Leith fourteen-year-aulds at the time. But he didnae jist wank the dirty cunt, he took it a stage further involving a wee lassie who was just twelve at the time they said, a mess for the social workers, relatively speaking …
    ",Leith,55.9757865,-3.1680197,non-fiction,travel,history,0,0,0,TRUE,Positive,0,Neutral,Neutral
99379,409369,Stockbridge,488,31094,409369,Filth, Irvine,Welsh,1/1/1998,m,"I can't believe my luck as the building recedes and I skip down to Stockbridge and up into the city, my feet light over the hard, compacted snow. I fall once and laugh, lying on my arse as it starts coming down again, the beautiful, perfect white flakes.
    ",Stockbridge,55.957963,-3.2094115,,,,,,,TRUE,Positive,0.2,Positive,Positive
99451,409451,South Side,488,35028,409451,Filth, Irvine,Welsh,1/1/1998,m,"D.S. McLaughlin from the South Side is heading up the investigation of Bladesey, who has returned from the bosom of his spastic family in Newmarket to find himself minus a wife and in our custody helping us with our enquiries. McLaughlin is a good choice on this one: a dirty carrot-topped bastard with a filthy fuckin pape name, not in the craft, an odious piece of racial vomit.
    ",South Side,55.9385275,-3.1736702,,,,,,,TRUE,Negative,-0.2,Negative,Negative
99491,409486,Edinburgh,488,14871,409486,Filth, Irvine,Welsh,1/1/1998,m,"You had to notice it, had to feel the omnipresent, sickening bleakness of it on your approach to it. That huge perimeter fence, seeming to run the length of the ugly void of shitehouse towns, schemes, industrial estates, factories and old mines which spread between Edinburgh and Glasgow.
    ",Edinburgh,55.949428,-3.192704,,,,,,,TRUE,Negative,-0.3,Negative,Negative
99513,409589,Edinburgh,489,14871,409589,Marabou Stork Nightmares, Irvine,Welsh,1/1/1995,m,"Funnily enough, I felt at home there; it was as if it was the place I was really meant to be, rather than shitey Scotland. When I thought back to Edinburgh I recollected it as a dirty, cold, wet, run-down slum; a city of dull, black tenements and crass, concrete housing schemes which were populated by scruffs, but the town still somehow being run by snobs for snobs.
    ",Edinburgh,55.949428,-3.192704,non-fiction,travel,essays and journals,0,0,0,TRUE,Negative,-0.2,Negative,Neutral
99655,409946,Edinburgh,490,14871,409946,Porno, Irvine,Welsh,1/1/2002,m,"Content with the way things are going, I head downhill to Sun City. I'm bouncing down the Walk, breathing in the sea air as scummy Edinburgh makes way to my beautiful home port. Then I go down to the bar with Paula behind it, and instantly suffer a massive come-down.
    ",Edinburgh,55.949428,-3.192704,,,,,,,TRUE,Positive,0,Neutral,Neutral
99719,410010,Leith,490,25100,410010,Porno, Irvine,Welsh,1/1/2002,m,"ALL THOSE PEOPLE who have no place in the new Leith are here on my first day at the helm. A load of dirty auld mingers and these wee tartan techno and hip-hop cunts wi the sovies on every fuckin finger.
    ",Leith,55.9757865,-3.1680197,,,,,,,TRUE,Negative,-0.1,Negative,Neutral
100037,410367,Leith,490,25100,410367,Porno, Irvine,Welsh,1/1/2002,m,"But no, he leaves it, and I think of how I'm trying to cut back on the drugs of the millennium: caffeine and cocaine. Yet as he staggers off, broken, into his car and back to suburbia, a career hanging in the balance, I take his coffee and, as I sit watching the circling, squawking gulls, I think, yes, Leith is the place to be. How could I have stood it so long in dirty, drab London?
    ",Leith,55.9757865,-3.1680197,,,,,,,TRUE,Negative,-0.2,Negative,Negative
100435,410948,Edinburgh,491,14871,410948,Trainspotting, Irvine,Welsh,1/1/1993,m,"These burds ur gaun oantay us aboot how fuckin beautiful Edinburgh is, and how lovely the fuckin castle is oan the hill ower the gairdins n aw that shite. That's aw they tourist cunts ken though, the castle n Princes Street, n the High Street.
    ",Edinburgh,55.949428,-3.192704,fiction,letters and diaries,humour and satire,0,0,0,TRUE,Positive,0.5,Positive,Positive
100437,410949,Princes Street,491,27895,410949,Trainspotting, Irvine,Welsh,1/1/1993,m,"These burds ur gaun oantay us aboot how fuckin beautiful Edinburgh is, and how lovely the fuckin castle is oan the hill ower the gairdins n aw that shite. That's aw they tourist cunts ken though, the castle n Princes Street, n the High Street. Like whin Monny's auntie came ower fae that wee village oan that Island oaf the west coast ay Ireland, wi aw her bairns.
    ",Princes Street,55.9518,-3.1985,fiction,letters and diaries,humour and satire,0,0,0,TRUE,Positive,0.5,Positive,Positive
